['GVVVIVLAV', '1.251\r\n']
['YVEAVALIS', '1.147\r\n']
['NLGVFVLLA', '1.147\r\n']
['VEFGVVVPT', '1.147\r\n']
['PACDLAVIA', '1.147\r\n']
['AVVVNVGAS', '1.147\r\n']
['VGAVLVTAS', '1.147\r\n']
['ATQHLVAIV', '1.147\r\n']
['SALANVVVS', '1.147\r\n']
['PSVGVAACP', '1.147\r\n']
['ILITLIQAV', '1.147\r\n']
['IACAAVGLA', '1.147\r\n']
['SSAALVVLT', '1.147\r\n']
['SSAALVVLT', '1.147\r\n']
['SSAALVVLT', '1.147\r\n']
['ECLAFQGVV', '1.147\r\n']
['IVANLVADV', '1.147\r\n']
['GVFLLATLL', '1.147\r\n']
['VSVQAADIV', '1.147\r\n']
['GFSLLILAV', '1.147\r\n']
['RYGGLLVLC', '1.147\r\n']
['HAHFLASVL', '1.147\r\n']
['GAICLGVLA', '1.147\r\n']
['VWVYRPLLA', '1.147\r\n']
['VLVSVGGIS', '1.147\r\n']
['FAIIVIIIS', '1.146\r\n']
['IAYVFPFII', '1.146\r\n']
['YFLRFIALV', '1.146\r\n']
['LEIPIIALV', '1.146\r\n']
['FLAFLVALG', '1.146\r\n']
['VASAGVFVA', '1.146\r\n']
['FQVISILIH', '1.146\r\n']
['YSYALVAIA', '1.146\r\n']
['LIGATILCL', '1.146\r\n']
['VLVATDVAS', '1.146\r\n']
['KFGALVLFV', '1.146\r\n']
['KINAPICVV', '1.146\r\n']
['LYIALGALL', '1.146\r\n']
['FVPSVIAIS', '1.146\r\n']
['LQLLRAYAV', '1.146\r\n']
['LVNAITSVV', '1.146\r\n']
['VFGGISVYV', '1.146\r\n']
['IAQLCAFLQ', '1.146\r\n']
['PRFSVVVGL', '1.146\r\n']
['PRFSVVVGL', '1.146\r\n']
['KVAIFIGCL', '1.145\r\n']
['VIFAFIGLL', '1.145\r\n']
['ILGAFVFLI', '1.145\r\n']
['LRLILAIAL', '1.145\r\n']
['VVGAVFGVG', '1.145\r\n']
['YGAGVILVY', '1.145\r\n']
['VVALEVAPD', '1.145\r\n']
['SVFIPLACG', '1.145\r\n']
['ALEGLVVDV', '1.145\r\n']
['AAKICVAEV', '1.145\r\n']
['YPVRLAAPV', '1.145\r\n']
['CIAIRGSVV', '1.145\r\n']
['GCLHAAACA', '1.145\r\n']
['VCLGLADVM', '1.145\r\n']
['LKIALALLF', '1.145\r\n']
['EVQGVVYGV', '1.145\r\n']
['ALSNVAFCL', '1.145\r\n']
['LFIFVLSAS', '1.145\r\n']
['IFVAIMGVV', '1.145\r\n']
['FVFLIASLS', '1.145\r\n']
['AAVLPAYGV', '1.145\r\n']
['PVIGFSACL', '1.145\r\n']
['NIAFVSPVV', '1.145\r\n']
['SYCGCVGLK', '1.145\r\n']
['YLVVTIWIS', '1.144\r\n']
['LQGILIVIA', '1.144\r\n']
['VVFAWILKI', '1.144\r\n']
['ALAIGVGVL', '1.144\r\n']
['YACAIVTAF', '1.144\r\n']
['VLLAGAIVG', '1.144\r\n']
['LAGLRIAVV', '1.144\r\n']
['VFIALVPWS', '1.144\r\n']
['VYGIIGVKV', '1.144\r\n']
['VLYVNGIAL', '1.144\r\n']
['VGLIAALLS', '1.144\r\n']
['SLALLIGVA', '1.144\r\n']
['ASVLLIGAL', '1.144\r\n']
['IIFLTTAVV', '1.144\r\n']
['YCFVLGDGV', '1.144\r\n']
['IAAGVALVA', '1.144\r\n']
['LKAVLVGTL', '1.144\r\n']
['LILAYALFS', '1.144\r\n']
['LFVAGVACN', '1.144\r\n']
['FRFNALVVV', '1.144\r\n']
['VLPLVGGAI', '1.144\r\n']
['IFFISVHAL', '1.144\r\n']
['FLGLVCGIS', '1.144\r\n']
['VVSTLEGLV', '1.144\r\n']
['DFVVLFASI', '1.144\r\n']
['ILALLVGAS', '1.144\r\n']
['VALALNAAV', '1.144\r\n']
['VALALNAAV', '1.144\r\n']
['GVLGVCGVD', '1.144\r\n']
['CVHISALEA', '1.144\r\n']
['YYSPGVVVG', '1.144\r\n']
['FYCDLVGLS', '1.144\r\n']
['KHLILPSIV', '1.144\r\n']
['LGYYLVGLF', '1.144\r\n']
['VKGNLLAVV', '1.144\r\n']
['VAVIKVGAA', '1.144\r\n']
['LHAVIDAIL', '1.143\r\n']
['VRSEFVLVA', '1.143\r\n']
['PVIALAILT', '1.143\r\n']
['LAVAIPTLI', '1.143\r\n']
['FLLAIPQIL', '1.143\r\n']
['LGLDLVLIS', '1.143\r\n']
['VALGISILI', '1.143\r\n']
['YLIPAGACL', '1.143\r\n']
['IVALGISIL', '1.143\r\n']
['NAVTCVATV', '1.143\r\n']
['CLGALGACF', '1.143\r\n']
['VGAVIVMYA', '1.143\r\n']
['YAAGLCLIA', '1.143\r\n']
['YSVGISVPL', '1.143\r\n']
['YSVGISVPL', '1.143\r\n']
['ILISLIAGV', '1.143\r\n']
['VACDLGGCI', '1.143\r\n']
['IFIALYSIL', '1.143\r\n']
['LTPKIVAVI', '1.143\r\n']
['IAVIVIAAD', '1.142\r\n']
['QRVIVIVGA', '1.142\r\n']
['DIAVIVIAA', '1.142\r\n']
['IKAVFIVLG', '1.142\r\n']
['YIVVIAGFQ', '1.142\r\n']
['ALVGVAFAH', '1.142\r\n']
['ILIFPVGLA', '1.142\r\n']
['VQSAIDLIV', '1.142\r\n']
['YYGVLAFVT', '1.142\r\n']
['LLYSEIIVA', '1.142\r\n']
['VPVGDAVVG', '1.142\r\n']
['SLFLHAVGL', '1.142\r\n']
['LAHNVARVV', '1.142\r\n']
['ALVILLEQA', '1.142\r\n']
['VLAHNVARV', '1.142\r\n']
['YLGAVAFSV', '1.142\r\n']
['LHLGHTVLI', '1.142\r\n']
['SFLLPAVIS', '1.142\r\n']
['LVPDDVALI', '1.142\r\n']
['GVLVDLGVS', '1.142\r\n']
['FFFALACAI', '1.142\r\n']
['SALLLVPEI', '1.142\r\n']
['LLHFRSALV', '1.142\r\n']
['VGEYLVPLA', '1.142\r\n']
['VVKDLALFA', '1.142\r\n']
['AVQLLALEI', '1.142\r\n']
['LVGALVSIT', '1.142\r\n']
['SYYFVIADV', '1.141\r\n']
['LSFVVIGGL', '1.141\r\n']
['VRFFTPVFV', '1.141\r\n']
['STHIVVGAV', '1.141\r\n']
['GLIVLVGFS', '1.141\r\n']
['LGVNAVFVP', '1.141\r\n']
['AELGLIVVA', '1.141\r\n']
['NFIVVVAYG', '1.141\r\n']
['LAFLGVFLS', '1.141\r\n']
['LLVGFLNVS', '1.141\r\n']
['IIVIIISSH', '1.141\r\n']
['VEYAIALCK', '1.141\r\n']
['AFLVALGVT', '1.141\r\n']
['FVAVGALNV', '1.141\r\n']
['YGVIVVSTS', '1.141\r\n']
['SESACVFVA', '1.141\r\n']
['SFAVLTLAL', '1.141\r\n']
['SVGFLVAMV', '1.141\r\n']
['SFYICLPAA', '1.141\r\n']
['YGVVPDLVT', '1.141\r\n']
['YDGVCVLGA', '1.141\r\n']
['IVGGCALGV', '1.141\r\n']
['FFFLGSVFV', '1.141\r\n']
['YLVEDVIIA', '1.14\r\n']
['LVFIFIASA', '1.14\r\n']
['PVFFAIYRV', '1.14\r\n']
['CLIAFIGLS', '1.14\r\n']
['LSLAAILIA', '1.14\r\n']
['AKFFVGPVV', '1.14\r\n']
['FGAFCVFVG', '1.14\r\n']
['LIALLIAIK', '1.14\r\n']
['VVTIIPMVS', '1.14\r\n']
['IYAYCIGRC', '1.14\r\n']
['YMVFVASFL', '1.14\r\n']
['VAICDPIHA', '1.14\r\n']
['VQFHPTALV', '1.14\r\n']
['IAYCFGGLV', '1.14\r\n']
['VRFTLLHVS', '1.14\r\n']
['LWALIVGSV', '1.14\r\n']
['WAVALVYTI', '1.14\r\n']
['FVFGLVYNL', '1.14\r\n']
['LRSVYAFCS', '1.14\r\n']
['TCTLYVHAA', '1.14\r\n']
['PLLGVLGLA', '1.14\r\n']
['VSYCVAGTP', '1.14\r\n']
['VKKAVAGLV', '1.14\r\n']
['FGVAVGVMV', '1.14\r\n']
['VIYLAGGCF', '1.14\r\n']
['VLAALLGLG', '1.14\r\n']
['YDLALGYLV', '1.14\r\n']
['SVDIKAVVF', '1.14\r\n']
['YLEVEKAVV', '1.14\r\n']
['ILLKAIPIL', '1.14\r\n']
['SCACAISAA', '1.14\r\n']
['QVVIIYAGA', '1.139\r\n']
['YVGGEVFVL', '1.139\r\n']
['LKIGVIGVL', '1.139\r\n']
['NVFVIVDAI', '1.139\r\n']
['LYVGGEVFV', '1.139\r\n']
['IALIAAGVL', '1.139\r\n']
['FVFAINVLA', '1.139\r\n']
['SLDFIVHSV', '1.139\r\n']
['PLVAILGAI', '1.139\r\n']
['FLCALGFIA', '1.139\r\n']
['AECAVVGIP', '1.139\r\n']
['SSLGVALIL', '1.139\r\n']
['IVALIAYLN', '1.139\r\n']
['VEVLRVGRV', '1.139\r\n']
['AGVHAAALV', '1.139\r\n']
['YSVAVDALA', '1.139\r\n']
['VTLGLVVTT', '1.139\r\n']
['FLGSVFVIS', '1.139\r\n']
['LSVGYGVPL', '1.139\r\n']
['LMILVAPLS', '1.139\r\n']
['TYVYLAGAV', '1.139\r\n']
['LSNLVALLS', '1.139\r\n']
['FVRICQGVA', '1.139\r\n']
['FVHGPGCPV', '1.139\r\n']
['YIVPLNALI', '1.139\r\n']
['VTAWLVTVP', '1.138\r\n']
['VFGFVVGIQ', '1.138\r\n']
['GLSIVAVAA', '1.138\r\n']
['SVKIRAVVA', '1.138\r\n']
['LASIDAVVA', '1.138\r\n']
['KLRVTVVAA', '1.138\r\n']
['SAVGVPAIL', '1.138\r\n']
['YLGVGFYPV', '1.138\r\n']
['LSFILYALS', '1.138\r\n']
['GSVALILVG', '1.138\r\n']
['FILAIPALI', '1.138\r\n']
['SVIAISILA', '1.138\r\n']
['TEFVPVALL', '1.138\r\n']
['YVAPYVDIS', '1.138\r\n']
['YLFALIVMA', '1.138\r\n']
['YFYVLGAVG', '1.138\r\n']
['GQIVLLGAV', '1.138\r\n']
['YARVVISAI', '1.138\r\n']
['VLGVFSFNV', '1.138\r\n']
['VIAGVLGLS', '1.138\r\n']
['IVALGVGLQ', '1.138\r\n']
['AVGVVAAQS', '1.138\r\n']
['LLAGFLQAV', '1.138\r\n']
['FLINDACVL', '1.138\r\n']
['VAYAFSLIA', '1.138\r\n']
['YSAGLCLIA', '1.138\r\n']
['YGLACCAIE', '1.138\r\n']
['VLPGSAIAV', '1.138\r\n']
['FFFPLALLF', '1.138\r\n']
['YLALISTVP', '1.138\r\n']
['IVWVFASSL', '1.138\r\n']
['AVALISAHI', '1.138\r\n']
['VLMGLVGLI', '1.138\r\n']
['ALVFLASLG', '1.138\r\n']
['SEVVIIAVE', '1.137\r\n']
['FRVIFVHTL', '1.137\r\n']
['LAHFIVGLA', '1.137\r\n']
['YVLGAIGFV', '1.137\r\n']
['VGALTIAIV', '1.137\r\n']
['VLEGEVVRV', '1.137\r\n']
['GVVGIVGAL', '1.137\r\n']
['IDVGELFVV', '1.137\r\n']
['GVVLEGEVV', '1.137\r\n']
['IGHAIGVLV', '1.137\r\n']
['QSSIPVVIA', '1.137\r\n']
['VLAIIMGIV', '1.137\r\n']
['LRVLHAIVN', '1.137\r\n']
['GIALFVAHL', '1.137\r\n']
['VYLPIDAVT', '1.137\r\n']
['IGYPFGVVL', '1.137\r\n']
['VAYFSIAII', '1.137\r\n']
['PLGVFILSY', '1.137\r\n']
['YRLIFLASV', '1.137\r\n']
['YLADAVTVI', '1.137\r\n']
['PSIVLATVS', '1.137\r\n']
['EVLTIAPCI', '1.137\r\n']
['LTITLVAYI', '1.137\r\n']
['ARFGYVVLI', '1.137\r\n']
['VGGVPGVVS', '1.137\r\n']
['QVGGVPGVV', '1.137\r\n']
['VKTSIIALV', '1.137\r\n']
['IAIACAAVG', '1.137\r\n']
['IAIACAAVG', '1.137\r\n']
['LGSAVVGVS', '1.137\r\n']
['MVTAGVYLV', '1.137\r\n']
['ILGICLGLQ', '1.137\r\n']
['TLVGVLALG', '1.137\r\n']
['FLLIIAQSL', '1.137\r\n']
['IVWASVGFV', '1.137\r\n']
['YSLTPVYVT', '1.137\r\n']
['FLLANPHVL', '1.137\r\n']
['IQSVGDYVV', '1.137\r\n']
['VVVINANKV', '1.137\r\n']
['SLASVVTIA', '1.137\r\n']
['SQAILVSLF', '1.137\r\n']
['TILSVAIPL', '1.137\r\n']
['ILPSIVLAT', '1.137\r\n']
['WLFSTAVVL', '1.137\r\n']
['PVCLGLPGA', '1.137\r\n']
['YTLVFAIIA', '1.136\r\n']
['QHFIIVALS', '1.136\r\n']
['SVVTIAEVF', '1.136\r\n']
['GAVATVIVQ', '1.136\r\n']
['LFIPVIGVG', '1.136\r\n']
['FLFITVACG', '1.136\r\n']
['LAFFLVGAY', '1.136\r\n']
['VQHHHAHFL', '1.136\r\n']
['VIPTFALAL', '1.136\r\n']
['LTAHRVGVV', '1.136\r\n']
['FRNAILLVV', '1.136\r\n']
['QCYIAVGQI', '1.136\r\n']
['VRYVLGEVA', '1.136\r\n']
['FIIAAPGVV', '1.136\r\n']
['LLIFQAPFL', '1.136\r\n']
['HVAGLVVTG', '1.136\r\n']
['LYLAHALAQ', '1.136\r\n']
['TFCACVGIK', '1.136\r\n']
['ITFGLVLAL', '1.136\r\n']
['HDVILVASS', '1.136\r\n']
['IIAVLITSI', '1.136\r\n']
['LQYVGAYLA', '1.136\r\n']
['ILGVISLFA', '1.136\r\n']
['ILRLISAFV', '1.136\r\n']
['PATLVFQAV', '1.136\r\n']
['FLLQHGIHV', '1.136\r\n']
['VNAVFVPKI', '1.136\r\n']
['CQFLFVSAT', '1.136\r\n']
['QVSALVLES', '1.136\r\n']
['LVLVQAFNS', '1.136\r\n']
['TWALISICV', '1.136\r\n']
['CSQVPAGLI', '1.136\r\n']
['LLCGDPLRV', '1.136\r\n']
['FGSQIVVLA', '1.136\r\n']
['TSLLLAACS', '1.136\r\n']
['TSLLLAACS', '1.136\r\n']
['SVIIIVPTS', '1.135\r\n']
['PVIHIAVEP', '1.135\r\n']
['SITIIPVVS', '1.135\r\n']
['VKIEHVGIV', '1.135\r\n']
['IVLATIFAI', '1.135\r\n']
['GFVLIIVAD', '1.135\r\n']
['FLAGIALFV', '1.135\r\n']
['LVLTLAWAI', '1.135\r\n']
['ILAIPALIA', '1.135\r\n']
['AEIIQVIVA', '1.135\r\n']
['LVTVLGFAS', '1.135\r\n']
['MCVALGFLA', '1.135\r\n']
['EMVAECAVV', '1.135\r\n']
['SYGILVCAT', '1.135\r\n']
['SVDVVTGLI', '1.135\r\n']
['CYVAVANAT', '1.135\r\n']
['ITIIPVVSS', '1.135\r\n']
['VLPLIPAYM', '1.135\r\n']
['YALVHAALG', '1.135\r\n']
['VSAAVVFMS', '1.135\r\n']
['SCTALGALV', '1.135\r\n']
['FLFLNAVLA', '1.135\r\n']
['FVAVLPFQG', '1.135\r\n']
['YQAVLLALN', '1.135\r\n']
['YQAVLLALN', '1.135\r\n']
['LDALYALAL', '1.135\r\n']
['KEVCGALVA', '1.135\r\n']
['PVSALLGAL', '1.135\r\n']
['HATLCVALN', '1.135\r\n']
['IGSVLGGCV', '1.135\r\n']
['IVCGFSAYP', '1.135\r\n']
['IVFDIALVD', '1.134\r\n']
['NDFVVGAVV', '1.134\r\n']
['AVLGGIYAV', '1.134\r\n']
['HQVHIPALA', '1.134\r\n']
['FLFYFLGVS', '1.134\r\n']
['LILIGAPLI', '1.134\r\n']
['IYVAWSPFV', '1.134\r\n']
['LVFVRPLEA', '1.134\r\n']
['VFLGVLEGL', '1.134\r\n']
['LVPAVGGAL', '1.134\r\n']
['ILCVGTTAL', '1.134\r\n']
['IALVFNACS', '1.134\r\n']
['TLFGVSIIV', '1.134\r\n']
['AIGSVVWVP', '1.134\r\n']
['ILSILALAS', '1.134\r\n']
['SYHARPYVV', '1.134\r\n']
['YQCSIVAIE', '1.134\r\n']
['FLPVFSFYA', '1.134\r\n']
['LILGVYGLS', '1.134\r\n']
['AILIPVAML', '1.134\r\n']
['LISAYARVL', '1.134\r\n']
['YYGGLVDLV', '1.134\r\n']
['VAYLGVGPI', '1.134\r\n']
['EKGVLVGCL', '1.134\r\n']
['YKKVVVTLG', '1.134\r\n']
['TLWLVVASA', '1.134\r\n']
['FLCGLGVLM', '1.134\r\n']
['LCLFLADSS', '1.134\r\n']
['YGLAYACAI', '1.134\r\n']
['SLKALVDVA', '1.134\r\n']
['IALMIAVLP', '1.134\r\n']
['VIDLLAPYS', '1.134\r\n']
['AFLEPVSVH', '1.134\r\n']
['TLYIVIAGL', '1.133\r\n']
['YQIADIVIL', '1.133\r\n']
['FLPIFVGTV', '1.133\r\n']
['VCGGIFTLL', '1.133\r\n']
['VCGGIFTLL', '1.133\r\n']
['VVVGWLGVN', '1.133\r\n']
['LHIPIAGIV', '1.133\r\n']
['SQVVAIGAL', '1.133\r\n']
['AVPIGVGLI', '1.133\r\n']
['NAPVIVLAA', '1.133\r\n']
['YPILTIGLV', '1.133\r\n']
['YAIAHVGVQ', '1.133\r\n']
['VWFCIFQIS', '1.133\r\n']
['ALATPIALV', '1.133\r\n']
['YLGYIAPVF', '1.133\r\n']
['FYTCIAGVI', '1.133\r\n']
['VVSVEVGDA', '1.133\r\n']
['DLAVIASIL', '1.133\r\n']
['DYPFLLAVA', '1.133\r\n']
['LIFAAALLS', '1.133\r\n']
['SCKEIAVSV', '1.133\r\n']
['VKAGVDALV', '1.133\r\n']
['IYDLVAGVA', '1.133\r\n']
['FKVFVLSIT', '1.133\r\n']
['VAGSLIIAL', '1.133\r\n']
['FLHALGLAL', '1.133\r\n']
['FHIHISCIS', '1.133\r\n']
['VGDGLLAVL', '1.133\r\n']
['VIGALSIIY', '1.133\r\n']
['FVGGLSIIC', '1.133\r\n']
['LVPGDPALV', '1.133\r\n']
['IVMGLLAIL', '1.133\r\n']
['GVAMAIAVV', '1.133\r\n']
['YFLGVLPLG', '1.133\r\n']
['YFLGVLPLG', '1.133\r\n']
['RLSVLVGYS', '1.133\r\n']
['LSAAHSVII', '1.133\r\n']
['FAFSFLAVI', '1.133\r\n']
['VSAILSGAV', '1.133\r\n']
['VFSVCGAHG', '1.133\r\n']
['ALVSLIGAI', '1.133\r\n']
['SVVSFTLVN', '1.133\r\n']
['IKVHFAIAL', '1.132\r\n']
['DLGAIVVIA', '1.132\r\n']
['FLGAILILH', '1.132\r\n']
['GLVGLIAFL', '1.132\r\n']
['GVPAIVGVS', '1.132\r\n']
['YHGVVAAFA', '1.132\r\n']
['VSAIDALVS', '1.132\r\n']
['YNIALDVIV', '1.132\r\n']
['VLAEVVESS', '1.132\r\n']
['TVVAGAAVA', '1.132\r\n']
['GLGVVAHGV', '1.132\r\n']
['IAKHFVAVS', '1.132\r\n']
['QNLVPVHIA', '1.132\r\n']
['VVADHARAV', '1.132\r\n']
['YGVLVPITS', '1.132\r\n']
['SVSAIDALV', '1.132\r\n']
['YYNAEYVLV', '1.132\r\n']
['IVSTFCAIS', '1.132\r\n']
['FCVNGALFL', '1.132\r\n']
['AVFAILASH', '1.132\r\n']
['SYLISVFAP', '1.132\r\n']
['QINGYAVVV', '1.132\r\n']
['QINGYAVVV', '1.132\r\n']
['ASALLVFPS', '1.132\r\n']
['NHILLAVVM', '1.132\r\n']
['VAMPFVAPL', '1.132\r\n']
['DLSHVAGVL', '1.132\r\n']
['LFVVFSAEA', '1.132\r\n']
['ISANHAVLV', '1.132\r\n']
['IYAGAVQFV', '1.132\r\n']
['FIVGLALGL', '1.132\r\n']
['ELFLGVCAS', '1.132\r\n']
['ICLALLGAR', '1.132\r\n']
['STVIPLSIL', '1.132\r\n']
['ALSVLAHTI', '1.132\r\n']
['FLWVKAFHV', '1.132\r\n']
['FFAALLALA', '1.132\r\n']
['FLVGIVKAP', '1.132\r\n']
['LVTALNPHV', '1.132\r\n']
['VGSALANVV', '1.132\r\n']
['VVLGRMIPV', '1.132\r\n']
['KGVLVVQTA', '1.132\r\n']
['EFIFVVIAS', '1.131\r\n']
['IFIGIAIYV', '1.131\r\n']
['IVPGFIVAS', '1.131\r\n']
['VVYIYGEIA', '1.131\r\n']
['TSHVFVEVA', '1.131\r\n']
['GIVFPIAVS', '1.131\r\n']
['NLFLIVAVM', '1.131\r\n']
['ILLNIPFAV', '1.131\r\n']
['WLVGLIAAL', '1.131\r\n']
['TSIFLAALV', '1.131\r\n']
['FQSPIILAV', '1.131\r\n']
['YDCGECIAV', '1.131\r\n']
['IYRALVEVA', '1.131\r\n']
['FQEILGVCI', '1.131\r\n']
['LRVTVVAAR', '1.131\r\n']
['VCAGILHPG', '1.131\r\n']
['ILYAGICHS', '1.131\r\n']
['VAFYFISAY', '1.131\r\n']
['SLMNVVIVS', '1.131\r\n']
['FRVVVGGLA', '1.131\r\n']
['LVGARLLEV', '1.131\r\n']
['SVFPIISLP', '1.131\r\n']
['ILANFVAQV', '1.131\r\n']
['DSIYLATVV', '1.131\r\n']
['YVIACVGGG', '1.131\r\n']
['IHGVNLVVG', '1.131\r\n']
['KIVGHACGV', '1.131\r\n']
['AFVDVPYAH', '1.131\r\n']
['HHAHFLASV', '1.131\r\n']
['DIILIVSAI', '1.131\r\n']
['FVYLHNLIS', '1.131\r\n']
['PRYQEVAVV', '1.131\r\n']
['QHFVLVAQG', '1.131\r\n']
['SSANVVQIV', '1.131\r\n']
['FVIETLSVI', '1.131\r\n']
['LGCLPVAGS', '1.131\r\n']
['LGCLPVAGS', '1.131\r\n']
['YYYVAYFKA', '1.131\r\n']
['NCVGHIKVY', '1.131\r\n']
['GVCGVYPYD', '1.131\r\n']
['ALVGLPPVE', '1.131\r\n']
['LCATSVAIK', '1.131\r\n']
['WLSALVALS', '1.131\r\n']
['FKGVYLACS', '1.131\r\n']
['TVSQVVAIG', '1.131\r\n']
['RGVIRVICA', '1.13\r\n']
['PVVGVIEPS', '1.13\r\n']
['IIIDDAIVV', '1.13\r\n']
['LLVPEIALT', '1.13\r\n']
['CLAGVATIA', '1.13\r\n']
['YITPLIVFS', '1.13\r\n']
['VDVILVGDS', '1.13\r\n']
['LLYPGIHAL', '1.13\r\n']
['FLVAAIQFP', '1.13\r\n']
['PYALIAISL', '1.13\r\n']
['SHVVTADAV', '1.13\r\n']
['IGFLVALFS', '1.13\r\n']
['FKVGDVVGV', '1.13\r\n']
['TMVVVANVA', '1.13\r\n']
['AAMVIVGCS', '1.13\r\n']
['VFLYEAGLL', '1.13\r\n']
['FEKLIVAVA', '1.13\r\n']
['FLVALATAF', '1.13\r\n']
['LKAALAVHA', '1.13\r\n']
['YFVAISAFI', '1.13\r\n']
['ADFLIVHSL', '1.13\r\n']
['VILALLEAT', '1.13\r\n']
['WHVPCFAAF', '1.13\r\n']
['ALAVHAPYS', '1.13\r\n']
['YLGALALVR', '1.13\r\n']
['GEPAIVSVV', '1.13\r\n']
['LLGALPAHL', '1.13\r\n']
['VDVIVSADA', '1.13\r\n']
['LYYALIDSL', '1.13\r\n']
['IHVSVITAS', '1.13\r\n']
['FDLHISAVL', '1.13\r\n']
['SEIFAVMCV', '1.13\r\n']
['IVCNPPFYA', '1.13\r\n']
['FQSALVVPT', '1.13\r\n']
['KYAGLLLVS', '1.13\r\n']
['ALVSVAVEN', '1.13\r\n']
['GVDVVVSGS', '1.13\r\n']
['VGLLWIGVH', '1.129\r\n']
['YYAIFALIA', '1.129\r\n']
['GVHFVILTS', '1.129\r\n']
['PYLAFAAIL', '1.129\r\n']
['DVVVPAWAA', '1.129\r\n']
['EGVIVVGHI', '1.129\r\n']
['VVIIYAGAK', '1.129\r\n']
['LAYIPIPGV', '1.129\r\n']
['SYLIAVGLS', '1.129\r\n']
['YVFDHAFLI', '1.129\r\n']
['LFDIVAFSL', '1.129\r\n']
['LYNILAGVL', '1.129\r\n']
['LVIPFISIT', '1.129\r\n']
['VAMHAIFCA', '1.129\r\n']
['VALARALIA', '1.129\r\n']
['VVAAFAESL', '1.129\r\n']
['LGALAVAIA', '1.129\r\n']
['VFLGAVELS', '1.129\r\n']
['PLAAFLALA', '1.129\r\n']
['LKYVPTAIL', '1.129\r\n']
['PLVGPILAA', '1.129\r\n']
['YPIHIVQAP', '1.129\r\n']
['ELSGVVGIV', '1.129\r\n']
['VTWGLVALI', '1.129\r\n']
['FAFLPVGFL', '1.129\r\n']
['PVSALIHAA', '1.129\r\n']
['KHHAPVVRL', '1.129\r\n']
['SYPYVVRAA', '1.129\r\n']
['LLKSTIWVV', '1.129\r\n']
['VIFSFIGLI', '1.129\r\n']
['FSSLVAFGV', '1.129\r\n']
['ILAGVLGVK', '1.129\r\n']
['YYYLALGIF', '1.129\r\n']
['SAFVRLFSV', '1.129\r\n']
['LNLALVGAL', '1.129\r\n']
['SALYTALVA', '1.129\r\n']
['QKEVCGALV', '1.129\r\n']
['PLILYAPTL', '1.129\r\n']
['TLFGVVQGV', '1.129\r\n']
['EYCVQIGLA', '1.129\r\n']
['GELFVVSLA', '1.129\r\n']
['FFAACALGL', '1.129\r\n']
['LLPHMAIVA', '1.129\r\n']
['LGLNLALVA', '1.129\r\n']
['ASSALVLAA', '1.129\r\n']
['AFAALESVV', '1.129\r\n']
['LSHILSALA', '1.129\r\n']
['FVFATIVAS', '1.128\r\n']
['ILGAIVAPI', '1.128\r\n']
['SALLWVGCS', '1.128\r\n']
['IGIILVGLP', '1.128\r\n']
['NQVCFAVIG', '1.128\r\n']
['ILFICAGAF', '1.128\r\n']
['YILTPIVAQ', '1.128\r\n']
['YGVCEGAIV', '1.128\r\n']
['LLRAYAVFS', '1.128\r\n']
['TVALAIALS', '1.128\r\n']
['DLVLGAILA', '1.128\r\n']
['YGVHLILAT', '1.128\r\n']
['GAVILPHGV', '1.128\r\n']
['MHLGLAILV', '1.128\r\n']
['SVVINAPLA', '1.128\r\n']
['PYLGLAVFS', '1.128\r\n']
['SHEIHSVIV', '1.128\r\n']
['PLLLGADIV', '1.128\r\n']
['FIFDYVVGI', '1.128\r\n']
['FFLGICGYL', '1.128\r\n']
['GAVGLVGAV', '1.128\r\n']
['LVYVNAGVG', '1.128\r\n']
['TKGVPVAYV', '1.128\r\n']
['FLIACDGAV', '1.128\r\n']
['KIACLIALG', '1.128\r\n']
['YAVTLAHPI', '1.128\r\n']
['VLPHNARLV', '1.128\r\n']
['RLKALVFLA', '1.128\r\n']
['LNAHLALVS', '1.128\r\n']
['KYLHIVSAF', '1.128\r\n']
['IILHPGPVH', '1.128\r\n']
['VLSALAGVG', '1.128\r\n']
['FVSFFPQLI', '1.128\r\n']
['FICLNALFA', '1.128\r\n']
['LHANLGVPV', '1.128\r\n']
['LVKPIPLTI', '1.128\r\n']
['IVLTTASFV', '1.128\r\n']
['IRSLVGAYV', '1.128\r\n']
['VVIAGASAI', '1.128\r\n']
['TYELCAGLV', '1.128\r\n']
['NALSAIPVV', '1.128\r\n']
['FEAVAIVFA', '1.127\r\n']
['LQIVPITIA', '1.127\r\n']
['NLAIGVVVG', '1.127\r\n']
['TVGIAVALA', '1.127\r\n']
['IALILDGIV', '1.127\r\n']
['ISVGVIALG', '1.127\r\n']
['LVAIFAASP', '1.127\r\n']
['FGVFFSIVP', '1.127\r\n']
['YALGVGFVP', '1.127\r\n']
['YLGFVGGLV', '1.127\r\n']
['ALHFLGGVL', '1.127\r\n']
['YAFGVGAVL', '1.127\r\n']
['SVGVGVPIQ', '1.127\r\n']
['LACFCAGIM', '1.127\r\n']
['HLDAYILVT', '1.127\r\n']
['LHFCFAGHI', '1.127\r\n']
['SLVCDAEII', '1.127\r\n']
['ALYGLVEVK', '1.127\r\n']
['LGYFVLGLS', '1.127\r\n']
['GAFLLVAIS', '1.127\r\n']
['VLSGIVLAN', '1.127\r\n']
